sadness,joy,fear,disgust,anger,score,label_state
0.21492,0.298539,0.064826,0.02897,0.022475,0.911977,1
0.023116,0.835222,0.046006,0.030418,0.042812,0.972329,1
0.05096,0.693804,0.029921,0.013251,0.023084,0.935461,1
0.459428,0.001613,0.322382,0.388514,0.200838,-0.858539,0
0.650878,0.02231,0.038907,0.158304,0.107609,-0.82311,0
0.070658,0.275046,0.01749,0.067896,0.089325,0.585751,1
0.286117,0.187561,0.132018,0.024347,0.111884,-0.806751,1
0.482659,0.032499,0.422494,0.064647,0.236099,-0.950997,0
0.082903,0.664878,0.039611,0.012329,0.01692,0.994792,1
0.244157,0.285364,0.145757,0.051963,0.166794,0,1
0.872373,0.004925,0.045136,0.168559,0.143258,-0.988524,0
0.162512,0.127314,0.185467,0.053448,0.073163,-0.7045,1
0.011567,0.924831,0.028026,0.005984,0.007016,0.954665,1
0.053185,0.889095,0.004287,0.019331,0.010929,0.98312,1
0.647556,0.061467,0.129242,0.042021,0.094383,-0.81202,1
0.513012,0.00424,0.129178,0.056747,0.57297,-0.972144,0
0.067362,0.850362,0.016892,0.005052,0.007607,0.931127,1
0.296233,0.132919,0.026531,0.0222,0.093118,0,1
0.03766,0.512604,0.054974,0.01883,0.03352,0.840028,1
0.126586,0.146114,0.076903,0.051466,0.078961,-0.776946,1
0.080418,0.121962,0.065793,0.014226,0.055777,0,1
0.11383,0.497708,0.119883,0.061482,0.119539,0.945097,1
0.13536,0.559175,0.024098,0.065002,0.099435,0,1
0.397014,0.310441,0.2071,0.143755,0.094728,0.99596,1
0.578883,0.116224,0.120828,0.018436,0.162944,-0.826093,1
0.224674,0.377113,0.1057,0.039681,0.030681,0.909925,1
0.125204,0.228055,0.089242,0.075972,0.095939,0.435098,1
0.014988,0.945396,0.007424,0.002311,0.009535,0.892329,1
0.916667,0,0,0.931034,0,-0.969095,0
0.148831,0.179551,0.091248,0.074744,0.088473,0,1
0.133292,0.37975,0.016578,0.15259,0.134665,-0.972541,1
0.697643,0.031178,0.285741,0.064283,0.141129,-0.83202,0
0.341123,0.04891,0.08497,0.03915,0.223963,-0.850887,1
0.036922,0.776987,0.088614,0.029552,0.050302,0.898052,1
0.092259,0.056869,0.026541,0.065159,0.114543,0,1
0.141801,0.603878,0.023214,0.018569,0.025439,0.982547,1
0.171052,0.641709,0.037053,0.019787,0.066946,0.89527,1
0.251237,0.265033,0.023296,0.284148,0.32549,-0.860781,1
0.538087,0.018798,0.184579,0.298099,0.162658,-0.678704,1
0.330696,0.11677,0.113358,0.053167,0.057707,0,1
0.453294,0.234437,0.024262,0.089856,0.150843,-0.771561,1
0.792983,0.002155,0.106564,0.135293,0.196382,-0.856081,0
0.048851,0.816457,0.003465,0.080012,0.035025,0.789199,1
0.044993,0.763143,0.15641,0.016724,0.068548,0.937066,1
0.044989,0.708901,0.01135,0.033555,0.019313,0.984647,1
0.251816,0.004255,0.183283,0.275108,0.608865,-0.919152,0
0.133909,0.136532,0.066335,0.033128,0.023896,-0.811877,1
0.096057,0.608512,0.068369,0.070672,0.107877,0.788407,1
0.092998,0.607582,0.112207,0.024692,0.074328,-0.71828,1
0.522101,0.12594,0.023403,0.129854,0.092582,-0.855814,1
0.04111,0.390951,0.027575,0.205306,0.108197,0,1
0.163926,0.191787,0.04304,0.032907,0.040509,-0.656977,1
0.041658,0.779789,0.139762,0.029144,0.001771,0.981997,1
0.558437,0.125737,0.089007,0.050596,0.145335,-0.505191,1
0.213328,0.497512,0.095004,0.125069,0.119362,0.93563,1
0.126118,0.740918,0.013711,0.067437,0.00917,0.983005,1
0.08772,0.781164,0.033232,0.010434,0.01191,0.977447,1
0.067569,0.373595,0.108773,0.204472,0.116554,0,1
0.162444,0.286618,0.093735,0.051434,0.220581,0.917229,1
0.058711,0.766658,0.017551,0.001615,0.009077,0.998876,1
0.185434,0.06469,0.147643,0.045391,0.15383,0.804053,1
0.517642,0.070581,0.032054,0.174805,0.116267,-0.949229,0
0.350337,0.027322,0.049273,0.403159,0.250774,-0.913635,0
0.04836,0.576497,0.036091,0.024893,0.040404,0.944463,1
0.42054,0.119558,0.114277,0.360374,0.242591,0,1
0.237478,0.425359,0.11186,0.021216,0.060463,0.946992,1
0.042883,0.784297,0.0605,0.010856,0.018174,0.992852,1
0.112366,0.057908,0.484366,0.12054,0.358214,0,1
0.178364,0.576522,0.017431,0.041259,0.032412,0.649935,1
0.069976,0.7643,0.030753,0.053474,0.062789,0.805896,1
0.307785,0.010672,0.046389,0.335897,0.566451,-0.764903,0
0.119496,0.411789,0.296531,0.179873,0.068816,-0.787714,1
0.334696,0.019406,0.072645,0.392976,0.502294,-0.89943,0
0.031399,0.595659,0.008853,0.025888,0.014589,0.984487,1
0.481601,0.143606,0.124418,0.163277,0.237481,-0.912565,0
0.538067,0.078008,0.143154,0.015478,0.18795,0,1
0.082568,0.446033,0.043685,0.023251,0.24813,0,1
0.336237,0.371934,0.145465,0.037066,0.092554,-0.723502,1
0.022943,0.529966,0.005143,0.0053,0.006423,0.964435,1
0.787214,0.017965,0.249244,0.035479,0.102896,-0.911231,0
0.153688,0.089312,0.131882,0.098792,0.124372,-0.977324,0
0.232246,0.097016,0.039908,0.014939,0.011059,-0.766652,1
0.186974,0.749804,0.014574,0.002373,0.02541,0.759207,1
0.659453,0.039529,0.115366,0.171114,0.249501,-0.928976,0
0.12652,0.059865,0.043778,0.086409,0.411146,-0.842737,1
0.164129,0.100764,0.049555,0.204378,0.143836,-0.962055,0
0.01159,0.953707,0.005649,0.004738,0.013696,0.99699,1
0.028497,0.934028,0.017663,0.006791,0.012955,0.99929,1
0.017881,0.822479,0.004086,0.007057,0.020766,0.998056,1
0.283025,0.067439,0.009529,0.145919,0.269425,0,1
0.352291,0.094277,0.032082,0.040999,0.108957,0.933131,1
0.08657,0.293589,0.007562,0.075861,0.034622,0.499613,1
0.916667,0,0,0,0.931034,0,1
0.050913,0.542145,0.017862,0.014823,0.008487,0.870529,1
0.058929,0.80473,0.009146,0.007129,0.068814,0.988968,1
0.16763,0.375717,0.242416,0.051436,0.118332,-0.575865,1
0.377133,0.124224,0.263882,0.020604,0.074178,-0.87314,1
0.169444,0.214869,0.107338,0.201355,0.180666,-0.89735,1
0.107464,0.710853,0.00572,0.067727,0.034222,0.966928,1
0.024803,0.640861,0.034166,0.018188,0.017881,0,1
0.143457,0.187644,0.013774,0.083236,0.113197,0,1
0.157788,0.484141,0.054354,0.035454,0.125957,-0.592528,1
0.015948,0.43098,0.124415,0.023809,0.049322,-0.666319,1
0.084963,0.840346,0.028921,0.009232,0.037768,0.995603,1
0.05035,0.671321,0.026888,0.009071,0.008189,0.938229,1
0.231547,0.007211,0.1476,0.31669,0.612736,-0.868453,0
0.211716,0.030369,0.16332,0.079834,0.525294,-0.923344,0
0.684361,0.064389,0.169771,0.039389,0.09689,-0.718716,1
0,1,0,0,0,0.995654,1
0.25724,0.161553,0.088353,0.022263,0.113018,-0.74266,1
0.677715,0.007761,0.170091,0.11714,0.342697,-0.919652,0
0.333357,0.532204,0.019605,0.032193,0.027201,-0.913574,1
0.110693,0.105035,0.037656,0.544136,0.233718,-0.714531,1
0.484895,0.216166,0.125921,0.101536,0.143309,0,1
0.265807,0.016063,0.230805,0.059842,0.149528,0,1
0.208791,0.582027,0.032772,0.026931,0.103519,0.716075,1
0.600809,0.037176,0.186962,0.11513,0.102129,-0.895297,0
0.302753,0.47795,0.096701,0.005971,0.01842,0.371416,1
0.286691,0.066166,0.060651,0.409658,0.097334,-0.88446,0
0.166131,0.330275,0.062816,0.029306,0.113973,0.893201,1
0.837229,0.023816,0.171598,0.057738,0.119904,-0.973324,0
0.221096,0.212875,0.057303,0.030334,0.056342,0.692145,1
0.560526,0.025421,0.147175,0.193352,0.134023,-0.810535,0
0.351905,0.057732,0.038754,0.156604,0.114419,-0.348978,1
0.627326,0.038492,0.132197,0.134112,0.327461,-0.937893,0
0.314813,0.006413,0.114332,0.337153,0.402463,-0.966766,0
0.196341,0.073892,0.097854,0.020992,0.052754,-0.600475,1
0,0,0,0,0,0.989613,1
0.03766,0.512604,0.054974,0.01883,0.03352,0.638816,1
0.050485,0.881799,0.027729,0.004724,0.025574,0.816926,1
0.269216,0.06589,0.074271,0.174263,0.419191,-0.830391,1
0.186953,0.005585,0.169411,0.536391,0.361938,-0.961205,0
0.049691,0.874868,0.008688,0.004718,0.008033,0.968369,1
0.015251,0.876799,0.039787,0.004301,0.011889,0.945896,1
0.012317,0.501135,0.022569,0.048103,0.015185,0.997799,1
0.096805,0.157623,0.07358,0.114272,0.254218,0,1
0.496973,0.014018,0.200305,0.127883,0.20651,-0.734393,1
0.215406,0.275112,0.083343,0.03953,0.069899,0.762528,1
0.008659,0.917853,0.001273,0.000645,0.000323,0.458312,1
0.612175,0.007674,0.352948,0.166487,0.115358,-0.898947,0
0,0,0,0,0,-0.454647,1
0.167956,0.045509,0.017731,0.179337,0.209582,0,1
0.487946,0.221105,0.087279,0.177967,0.027017,-0.853773,1
0.048418,0.682094,0.114192,0.008318,0.135122,0.783965,1
0.703739,0.04791,0.280073,0.076744,0.027781,-0.723885,1
0.339972,0.375732,0.123011,0.177913,0.037726,-0.569871,1
0.027401,0.759833,0.119701,0.011773,0.082424,-0.75732,1
0.183101,0.207112,0.075428,0.055869,0.044194,0.735222,1
0.530568,0.002024,0.243959,0.154494,0.440213,-0.998522,0
0.535343,0.03517,0.044467,0.140781,0.384104,-0.908625,0
0.132523,0.205322,0.053325,0.004017,0.118045,0.600019,1
0.497041,0.334571,0.105601,0.035139,0.016014,-0.513668,1
0.062585,0.123009,0.059413,0.014308,0.070871,0,1
0.2219,0.464856,0.065992,0.023221,0.133595,0.725394,1
0.194441,0.142389,0.120643,0.08809,0.152624,-0.960229,1
0.042084,0.615893,0.035879,0.069425,0.029316,0.871275,1
0.681634,0.049588,0.160557,0.087963,0.119868,-0.671391,1
0.031377,0.405629,0.018981,0.071857,0.013448,-0.849932,1
0.423417,0.04223,0.219231,0.051005,0.292114,-0.962763,0
0.306115,0.082205,0.299076,0.196903,0.248609,-0.913498,0
0.241112,0.184251,0.096505,0.068718,0.448453,-0.831537,1
0.079866,0.074154,0.033868,0.158624,0.091942,0.638042,1
0.107006,0.064989,0.04412,0.033733,0.068759,0,1
0.200943,0.630844,0.050786,0.110472,0.042612,0.827507,1
0.540464,0.025384,0.05631,0.034311,0.115739,-0.781884,1
0.344369,0.150702,0.094735,0.039572,0.240494,0,1
0.150092,0.696369,0.032942,0.01333,0.015344,0.845956,1
0.109488,0.718537,0.0063,0.080466,0.041784,0.4538,1
0,0,0,0,0,0.977988,1
0.161054,0.078934,0.013822,0.006023,0.118298,0.94172,1
0.602785,0.10201,0.020168,0.256636,0.023775,-0.761321,1
0.43631,0.057796,0.290199,0.206804,0.252727,-0.988035,0
0.166286,0.108903,0.241442,0.033443,0.043184,0,1
0.239683,0.01679,0.045547,0.336301,0.574312,-0.93218,0
0.33082,0.545839,0.074041,0.017726,0.075035,-0.51598,1
0.09654,0.035428,0.041733,0.011495,0.160845,-0.797363,1
0.346164,0.038751,0.417117,0.073275,0.288765,-0.698006,1
0.409558,0.055621,0.099706,0.084049,0.160434,0.488221,1
0.01871,0.863585,0.040027,0.004372,0.010587,0.929871,1
0.304035,0.205041,0.070823,0.134071,0.308652,0.692863,1
0.476904,0.001368,0.163754,0.300875,0.354138,-0.966883,0
0.075558,0.334929,0.049922,0.007766,0.025895,0.671479,1
0.34871,0.360764,0.247132,0.01593,0.128679,-0.923981,1
0.160892,0.00321,0.103154,0.410922,0.6825,-0.97893,0
0.586697,0.133083,0.046111,0.01386,0.024491,-0.901446,1
0.028427,0.841435,0.034772,0.015096,0.06113,0.89876,1
0.406206,0.091931,0.1521,0.025559,0.034915,0.535186,1
0.273866,0.009557,0.066167,0.066001,0.824701,-0.879693,0
0.332383,0.368734,0.270317,0.042959,0.017176,-0.907173,1
0.573947,0.189659,0.300452,0.048767,0.065844,-0.950539,0
0.060469,0.835793,0.007762,0.030578,0.007823,0.93722,1
0.104148,0.794079,0.024806,0.013798,0.01366,0.895916,1
0.022964,0.749204,0.024382,0.003822,0.020831,0.991337,1
0,0,0,0,0,0,1
0.164527,0.151539,0.102866,0.072571,0.090183,-0.891751,1
0.511488,0.282772,0.08101,0.118809,0.052782,-0.964025,1
0.626634,0.071632,0.126114,0.045541,0.209359,-0.801377,1
0.058445,0.089125,0.148507,0.053927,0.122783,0.945336,1
0.646782,0.02694,0.210262,0.044701,0.343664,-0.939502,0
0.257917,0.162037,0.354623,0.155187,0.244835,-0.867204,1
0.276056,0.244705,0.062889,0.038284,0.049273,-0.75947,1
0.134552,0.513404,0.089609,0.056556,0.040644,0.916635,1
0.696631,0.026983,0.069335,0.167203,0.282473,-0.791126,0
0.102523,0.170917,0.107626,0.041988,0.110683,-0.850791,1
0.724923,0.057749,0.147437,0.102916,0.180488,-0.823357,0
0.088812,0.62112,0.045911,0.034556,0.079168,0.855777,1
0.038551,0.7466,0.025269,0.025092,0.08245,0.717424,1
0.176565,0.014021,0.00679,0.332339,0.495416,-0.674436,1
0.385627,0.033213,0.489254,0.041209,0.224061,-0.905414,0
0.578362,0.322231,0.014134,0.013076,0.040794,-0.980488,1
0.026988,0.880411,0.014253,0.010079,0.015178,0.989544,1
0.05882,0.379438,0.069253,0.037132,0.112945,0,1
0.097162,0.410888,0.19637,0.042362,0.167903,0.583624,1
0.17151,0.144401,0.070311,0.105423,0.07546,0,1
0.413837,0.135058,0.054441,0.020031,0.01644,-0.938596,1
0.582671,0.011507,0.059249,0.243391,0.280566,-0.883359,0
0.601657,0.065898,0.296983,0.027418,0.048956,-0.904187,0
0.056383,0.422474,0.061876,0.076062,0.09039,0,1
0.102133,0.671716,0.036547,0.035991,0.056798,0.958029,1
0.690599,0.010405,0.094564,0.218956,0.262783,-0.922132,0
0.040653,0.529832,0.361083,0.004961,0.077944,-0.844846,1
0.19869,0.078941,0.062891,0.077221,0.154978,0,1
0.08363,0.644237,0.09223,0.217928,0.014072,0.927506,1
0.040303,0.811688,0.01358,0.040391,0.022154,-0.533735,1
0.118249,0.404572,0.223603,0.026507,0.196559,-0.731925,1
0.249646,0.425811,0.104966,0.019102,0.083349,0.781284,1
0.169404,0.057431,0.024284,0.119619,0.052182,0.28157,1
0.306989,0.407584,0.161316,0.113372,0.037793,0.946621,1
0.19116,0.377885,0.133071,0.028323,0.047615,0.988493,1
0,0,0.931034,0,0,-0.826993,0
0.183629,0.42347,0.017059,0.006469,0.146366,0.731987,1
0.252439,0.087378,0.19136,0.158035,0.103249,0.766757,1
0.176475,0.533395,0.011211,0.113799,0.135917,0.636771,1
0.804147,0.004745,0.062397,0.091229,0.080741,-0.619052,1
0.235789,0.322211,0.15676,0.144916,0.057908,0.526476,1
0.079019,0.034448,0.017435,0.050604,0.113424,0,1
0.629621,0.057162,0.183846,0.039947,0.311826,-0.926864,0
0.02688,0.796826,0.071647,0.00404,0.08361,0.594487,1
0.148831,0.179551,0.091248,0.074744,0.088473,-0.855341,1
0.766088,0.01589,0.055433,0.053397,0.322651,-0.611104,1
0.102765,0.756873,0.00652,0.011967,0.072547,0.695219,1
0.279158,0.103822,0.058355,0.006528,0.090941,-0.836851,1
0.01871,0.863585,0.040027,0.004372,0.010587,0.920034,1
0.463538,0.120711,0.107336,0.051269,0.186221,-0.968643,0
0.099662,0.537556,0.097566,0.032122,0.052872,0.619064,1
0.346771,0.120177,0.236742,0.045658,0.443783,-0.889017,0
0.015532,0.711143,0.024493,0.007205,0.014506,0.824805,1
0.366589,0.09539,0.221989,0.017736,0.268211,0.297348,1
0.359064,0.183379,0.10024,0.180033,0.272027,0,1
0.091386,0.365665,0.01626,0.00751,0.069671,0.985042,1
0.305747,0.122819,0.0461,0.178657,0.05488,0,1
0.073899,0.803514,0.054052,0.01497,0.036997,0.940705,1
0.316108,0.124889,0.249283,0.055036,0.127961,-0.430455,1
0.589261,0.097182,0.049064,0.049458,0.07089,-0.899507,1
0.10349,0.724518,0.137555,0.006165,0.031395,0.87185,1
0.076015,0.221878,0.047661,0.024808,0.098925,-0.713029,1
0.044436,0.311442,0.010514,0.025189,0.047209,0.89034,1
0.523508,0.040556,0.239624,0.125345,0.277764,-0.568003,1
0.740956,0.031908,0.295096,0.04631,0.063866,-0.905888,0
0.032297,0.62719,0.024238,0.017885,0.021107,0.950665,1
0.081809,0.784385,0.032295,0.012209,0.040967,0.955924,1
0.092529,0.656757,0.088152,0.00879,0.051785,0.603244,1
0.009497,0.857383,0.06239,0.005264,0.017125,0.917085,1
0.122296,0.784198,0.026818,0.010166,0.014012,0.937247,1
0.022596,0.204524,0.132112,0.064326,0.038051,0.868802,1
0.045344,0.243428,0.112506,0.014108,0.065042,-0.842626,1
0.734333,0.090507,0.206155,0.019459,0.024195,-0.674485,1
0.712577,0.031711,0.042186,0.066444,0.164882,-0.743152,1
0.081855,0.454011,0.037632,0.100518,0.331048,0.746566,1
0.072327,0.76951,0.013357,0.020449,0.11263,0.90208,1
0.334999,0.044625,0.109532,0.093826,0.105645,0,1
0.001988,0.966842,0.008433,0.001388,0.001131,0.931664,1
0.148831,0.179551,0.091248,0.074744,0.088473,0,1
0.141177,0.127147,0.131406,0.06699,0.034832,0.975145,1
0.083151,0.507943,0.032847,0.024482,0.075716,0,1
0.427572,0.04554,0.024526,0.196089,0.100767,-0.815855,1
0.128912,0.137539,0.223585,0.048957,0.089616,0,1
0.216103,0.17286,0.137123,0.335806,0.124903,-0.604028,1
0.098055,0.648835,0.066277,0.032833,0.074745,0.970237,1
0.293118,0.016159,0.290923,0.154194,0.575911,-0.765738,0
0.016006,0.899334,0.017563,0.027903,0.017457,0.981966,1
0.003153,0.434215,0.008093,0.000914,0.003602,0.788893,1
0.148831,0.179551,0.091248,0.074744,0.088473,0,1
0.373893,0.379185,0.059333,0.114744,0.133207,0.74355,1
0.916667,0,0,0,0,0,1
0.578117,0.07227,0.143068,0.02317,0.018629,0,1
0.679976,0.071157,0.201414,0.02697,0.028682,-0.871144,0
0.359975,0.289203,0.131181,0.192088,0.058745,-0.8209,1
0.463412,0.036342,0.099427,0.157239,0.312294,-0.902089,0
0.572972,0.313902,0.055783,0.01817,0.095173,-0.650756,1
0.051945,0.667109,0.027425,0.008845,0.007812,0.938229,1
0.087428,0.253463,0.053431,0.082658,0.110178,0.639492,1
0.574481,0.087604,0.155084,0.198104,0.278486,-0.890157,0
0.31951,0.083557,0.096587,0.28711,0.254435,-0.77917,1
0.558993,0.00736,0.166991,0.460794,0.164614,-0.971498,0
0.073703,0.511259,0.004617,0.009293,0.016885,0.913335,1
0.038278,0.858173,0.006459,0.045357,0.021266,0.935638,1
0.025789,0.805157,0.035773,0.014482,0.017014,0.960078,1
0.014474,0.239179,0.099318,0.096044,0.079074,0.980813,1
0.044633,0.745716,0.060642,0.014482,0.041946,0.988992,1
0.823139,0.025187,0.047887,0.164824,0.150401,-0.917361,0
0.35407,0.033205,0.159137,0.040099,0.039669,-0.902233,0
0.228747,0.646749,0.052902,0.0061,0.017483,-0.492368,1
0.423197,0.013977,0.055451,0.264157,0.442899,-0.893051,0
0,0,0.931034,0.931034,0.931034,-0.935605,0
0.215427,0.06424,0.140515,0.088809,0.156564,-0.803811,1
0.146606,0.362776,0.104461,0.193123,0.125365,0,1
0.690958,0.046409,0.251798,0.070737,0.155884,0,1
0.077905,0.687143,0.03516,0.034898,0.067035,0.689287,1
0.082307,0.639306,0.061419,0.008633,0.049444,0.976865,1
0.044128,0.016561,0.014806,0.985919,0.015509,-0.979056,0
0.403062,0.044828,0.122002,0.05954,0.226053,-0.61193,1
0.287402,0.046631,0.031892,0.121213,0.170618,0,1
0.017976,0.865374,0.039505,0.00446,0.010811,0.929871,1
0.089388,0.485889,0.002113,0.012325,0.009828,0.97678,1
0.300245,0.34089,0.03872,0.007145,0.10348,0.930175,1
0.027264,0.946901,0.008494,0.001865,0.006223,0.781672,1
0.149603,0.26381,0.114095,0.027837,0.151311,0,1
0.370386,0.263678,0.132998,0.269677,0.173634,-0.973239,1
0,0,0,0,0,-0.776357,1
0.410888,0.072879,0.140921,0.151665,0.420619,-0.941525,0
0.055751,0.800934,0.022821,0.029313,0.050731,0.982754,1
0.063806,0.585634,0.03726,0.024828,0.037191,0.977914,1
0.01832,0.766691,0.011241,0.01434,0.006624,0.951295,1
0.440865,0.019994,0.113304,0.031664,0.664396,-0.960454,0
0.034995,0.730382,0.016587,0.036837,0.0207,0.953943,1
0.711309,0.062343,0.234166,0.024424,0.025678,0,1
0.140583,0.391971,0.186047,0.015244,0.07109,0,1
0.012578,0.524214,0.00691,0.005543,0.005146,0.662238,1
0.390501,0.171488,0.056242,0.002698,0.01019,0,1
0.358537,0.358933,0.079827,0.049188,0.095997,0.843658,1
0.118779,0.286996,0.035991,0.128829,0.067129,-0.585782,1
0.174424,0.321112,0.131585,0.033322,0.078527,0.819948,1
0.452638,0.327417,0.047178,0.085213,0.078731,-0.881834,1
0.044004,0.689978,0.11808,0.005935,0.158838,0.978171,1
0.255115,0.093132,0.037508,0.048755,0.053113,-0.583145,1
0.668419,0.017717,0.067198,0.405346,0.074798,-0.98603,0
0.244515,0.115897,0.037486,0.056234,0.023867,0,1
0.323166,0.173809,0.04315,0.032573,0.043037,-0.869379,1
0.11796,0.163542,0.100891,0.057616,0.08898,-0.847659,1
0.083919,0.09084,0.027003,0.057647,0.056802,0.655854,1
0.228736,0.053582,0.018736,0.016584,0.124926,0,1
0.15533,0.793173,0.020385,0.022373,0.009717,0.995955,1
0.16824,0.617713,0.064029,0.045675,0.096907,0.903496,1
0.289544,0.514234,0.045225,0.018366,0.067503,0.604341,1
0.687159,0.039565,0.057032,0.241633,0.145002,-0.741951,1
0.208478,0.351404,0.047695,0.034808,0.070025,0.924059,1
0.384272,0.433729,0.104891,0.007895,0.008849,-0.31389,1
0.711259,0.060801,0.236846,0.024329,0.025536,-0.916252,0
0.069439,0.865581,0.030457,0.004034,0.019595,0.96712,1
0.709665,0.059489,0.241632,0.022403,0.025468,-0.942396,0
0.638357,0.097312,0.15553,0.093084,0.111302,-0.852534,0
0.151545,0.174219,0.093654,0.072945,0.08686,-0.584296,1
0.926085,0.02032,0.076774,0.064023,0.068402,-0.906531,0
0.710799,0.004591,0.160047,0.095461,0.336854,-0.97557,0
0.590839,0.076128,0.102611,0.043015,0.133975,-0.843532,1
0.232543,0.113559,0.035886,0.047692,0.280535,-0.813456,1
0.366885,0.039454,0.540459,0.168758,0.140112,-0.95549,0
0.395563,0.017538,0.079377,0.157346,0.39926,-0.96602,0
0.63114,0.025999,0.013771,0.39804,0.202024,-0.931838,0
0.304033,0.00039,0.231931,0.370617,0.496199,-0.978775,0
0.263917,0.005642,0.075912,0.088769,0.595046,-0.966001,0
0.549966,0.129522,0.135517,0.188143,0.17168,0,1
0.488998,0.106485,0.167866,0.200188,0.157392,0,1
0.158332,0.008844,0.051282,0.770047,0.063816,0,1
0.142083,0.069221,0.048734,0.121584,0.091041,-0.633021,1
0.169404,0.057431,0.024284,0.119619,0.052182,-0.869899,1
0.377333,0.178256,0.065643,0.139451,0.110194,-0.831447,1
0.030172,0.80846,0.019226,0.020031,0.017617,0.993573,1
0.078163,0.733185,0.037977,0.032576,0.093386,0.902856,1
0.563103,0.108432,0.303819,0.09625,0.066938,-0.592566,1
0.062959,0.52538,0.099824,0.022102,0.050107,0,1
0.080054,0.661814,0.06533,0.070814,0.085986,0.764058,1
0.709665,0.059489,0.241632,0.022403,0.025468,-0.741455,1
0.637891,0.002376,0.428623,0.165989,0.094565,-0.889629,0
0.297636,0.045996,0.082139,0.089095,0.05119,-0.90507,1
0.40219,0.002323,0.136538,0.377638,0.461094,-0.982114,0
0.359547,0.045526,0.108433,0.108956,0.178139,0,1
0.352366,0.030237,0.091626,0.381126,0.455107,-0.915203,0
0.11475,0.488365,0.122535,0.075741,0.057549,0.924619,1
0.105818,0.721885,0.042318,0.053038,0.04506,0.812018,1
0.140019,0.078242,0.006096,0.037729,0.044021,0,1
0.025477,0.855455,0.020279,0.067825,0.006665,0.799681,1
0.018259,0.945396,0.027977,0.004531,0.003905,0.990513,1
0.235869,0.144395,0.004049,0.038504,0.046465,0,1
0.088138,0.838188,0.045783,0.007933,0.008775,0.901771,1
0.010596,0.721194,0.000769,0.002437,0.002566,0.979317,1
0.237984,0.626893,0.077453,0.013263,0.053975,0.889821,1
0.068355,0.834095,0.024084,0.025567,0.029163,0.946515,1
0.561272,0.031454,0.092422,0.219161,0.211447,-0.934919,0
0.009545,0.499402,0.01079,0.020395,0.007157,0,1
0.458819,0.465346,0.058693,0.007377,0.005283,0,1
0.539728,0.094419,0.022441,0.059582,0.238946,0.460654,1
0.757928,0.022175,0.057459,0.093183,0.193978,-0.946581,0
0.206414,0.021424,0.170042,0.058444,0.160881,-0.935945,0
0.0424,0.759282,0.096724,0.010817,0.109539,0.73063,1
0.118031,0.270342,0.100457,0.085804,0.146652,-0.813178,1
0.162752,0.053464,0.265236,0.158145,0.296015,0.827076,1
0.532226,0.038326,0.066825,0.041008,0.1049,-0.670505,1
0.264251,0.241203,0.308576,0.095234,0.22755,-0.922977,1
0.002172,0.558332,0.010618,0.001546,0.005819,0.976181,1
0.362642,0.377341,0.005058,0.176471,0.033779,-0.93579,1
0.044214,0.618853,0.04793,0.047245,0.130656,0.544233,1
0.267196,0.271572,0.111745,0.280462,0.138905,-0.877733,1
0.123902,0.591271,0.062829,0.046001,0.050364,0.85279,1
0.04033,0.600605,0.004397,0.022455,0.005116,0.828329,1
0.700134,0.007961,0.157367,0.179558,0.21654,-0.706594,0
0.063085,0.219593,0.165759,0.116662,0.578194,-0.577633,1
0.090921,0.564314,0.215317,0.020319,0.166458,0.796331,1
0.01871,0.863585,0.040027,0.004372,0.010587,0.929871,1
0.758015,0.014718,0.138998,0.086453,0.151509,-0.963579,0
0.763126,0.046525,0.161336,0.11793,0.123619,-0.904322,0
0.400803,0.291974,0.208529,0.02284,0.095942,-0.468472,1
0.688461,0.06213,0.200087,0.121662,0.140519,-0.790955,0
0.345968,0.002376,0.260594,0.257011,0.441776,-0.875941,0
0.075444,0.549869,0.017588,0.020622,0.020319,0.921587,1
0.044782,0.503612,0.033817,0.006264,0.012268,0.63117,1
0.738395,0.043406,0.203676,0.023887,0.244646,-0.894861,0
0.178182,0.598386,0.045559,0.036687,0.092369,-0.880493,1
0.12574,0.501737,0.0175,0.043483,0.076981,0.978725,1
0,0,0,0,0,-0.896371,1
0.208062,0.105354,0.101723,0.051079,0.545264,-0.583084,1
0.26854,0.04289,0.032629,0.018246,0.058483,-0.309412,1
0.102378,0.612874,0.038137,0.038445,0.037899,0.634655,1
0.275743,0.227669,0.072141,0.266301,0.197425,0.461495,1
0.661611,0.101647,0.103951,0.116449,0.193775,-0.854866,0
0.148831,0.179551,0.091248,0.074744,0.088473,-0.641181,1
0.347039,0.19684,0.225241,0.100133,0.179698,-0.951935,1
0.344849,0.124444,0.042032,0.054444,0.14627,0,1
0.310733,0.213078,0.564437,0.003066,0.093307,-0.632833,1
0.096821,0.652585,0.060788,0.041799,0.081469,0.840404,1
0.433339,0.469849,0.04398,0.01535,0.032561,0.583754,1
0.446125,0.344496,0.280666,0.013722,0.047458,-0.612661,1
0.003981,0.961228,0.002465,0.008107,0.002917,0.95526,1
0.028355,0.76335,0.029011,0.003728,0.016512,0,1
0.333942,0.362262,0.241202,0.079919,0.126135,0,1
0.105261,0.589154,0.087744,0.040368,0.07272,0.253103,1
0.299231,0.084765,0.059814,0.045392,0.741387,-0.878987,0
0.060289,0.455652,0.075123,0.069925,0.153049,-0.857168,1
0.282564,0.184772,0.192448,0.186035,0.337586,-0.936433,0
