sadness,joy,fear,disgust,anger,score,label_state
0.157665,0.087776,0.077171,0.035978,0.084167,-0.713783,1
0.545854,0.099957,0.076122,0.051266,0.359917,-0.567339,1
0.6165,0.018449,0.148166,0.074974,0.338737,-0.638624,1
0.014098,0.221086,0.002989,0.002349,0.001204,0.87684,1
0.029101,0.240073,0.042369,0.015253,0.022873,0,1
0.503938,0.148137,0.060865,0.264601,0.116402,0.548747,1
0.072221,0.623481,0.067267,0.141929,0.132229,0.937639,1
0.555396,0.057976,0.311055,0.002787,0.171873,0.713961,1
0.176874,0.056359,0.123072,0.575429,0.159809,-0.942264,0
0,0,0,0,0,0.502018,1
0.160509,0.23992,0.124065,0.044429,0.136116,-0.457278,1
0.071066,0.197803,0.248085,0.052654,0.142707,0.367934,1
0.505107,0.442767,0.012803,0.057273,0.020229,-0.674845,1
0.334608,0.05581,0.013631,0.034957,0.075985,0,1
0.003364,0.818631,0.00252,0.011398,0.025482,0.937278,1
0.886994,0.007366,0.038079,0.137448,0.12529,-0.98157,0
0,0,0,0,0,0,1
0.148831,0.179551,0.091248,0.074744,0.088473,-0.861691,1
0.413866,0.30797,0.053899,0.193038,0.155591,0.890663,1
0.227567,0.317946,0.103084,0.039717,0.124294,-0.695471,1
0.452578,0.376396,0.124129,0.102482,0.061022,0.831786,1
0.01054,0.953771,0.008028,0.003627,0.005153,0.992179,1
0.073626,0.679057,0.08957,0.013378,0.150726,-0.448544,1
0.041949,0.883396,0.016355,0.015816,0.016733,0.964097,1
0.209961,0.158738,0.020391,0.128029,0.162437,0.959865,1
0.097669,0.561749,0.109623,0.034044,0.06572,0.557647,1
0.117828,0.259127,0.078945,0.010539,0.01482,0.986685,1
0.064374,0.84005,0.053514,0.019885,0.025941,0.94575,1
0.038191,0.229275,0.102293,0.254359,0.165806,-0.790709,1
0.124005,0.830643,0.047848,0.00214,0.004348,0.939264,1
0.285293,0.037203,0.037237,0.161009,0.238795,-0.968027,0
0.28698,0.132782,0.029292,0.102156,0.211499,-0.635273,1
0.20362,0.280001,0.364613,0.020752,0.072827,-0.526325,1
0.613792,0.026559,0.252087,0.13114,0.205856,-0.52348,1
0.224212,0.121827,0.060334,0.03878,0.038301,-0.640304,1
0.715346,0.010357,0.155286,0.154856,0.25867,-0.985898,0
0.05876,0.571664,0.008689,0.012143,0.043499,0.941259,1
0.006967,0.913126,0.024037,0.0048,0.036518,0.705827,1
0.147117,0.62939,0.06533,0.003903,0.139301,-0.358963,1
0.148831,0.179551,0.091248,0.074744,0.088473,-0.854996,1
0.584829,0.04779,0.24055,0.047935,0.174199,-0.947051,0
0.522464,0.056798,0.359579,0.209717,0.121421,-0.891458,0
0.16313,0.201026,0.108579,0.373336,0.272041,-0.8892,1
0.223465,0.290706,0.0889,0.04215,0.029836,0,1
0.124701,0.019259,0.044148,0.155568,0.110098,-0.793278,1
0.469919,0.139553,0.246304,0.007113,0.177033,-0.492316,1
0.159819,0.103,0.056819,0.223386,0.096333,-0.817719,1
0.382709,0.061942,0.327809,0.039101,0.114686,-0.788708,1
0.707454,0.039591,0.288421,0.030503,0.04673,-0.933993,0
0.205214,0.117925,0.038439,0.060978,0.100118,-0.492256,1
0.939477,0.009543,0.060515,0.080893,0.091024,-0.983763,0
0.524973,0.017633,0.518129,0.039339,0.203059,-0.896654,0
0.552559,0.090689,0.286042,0.042206,0.262513,-0.799365,1
0.126138,0.355294,0.105771,0.053224,0.154695,0,1
0.305027,0.37102,0.172331,0.092931,0.201889,-0.356197,1
0.59417,0.009355,0.112634,0.178956,0.309612,-0.936564,0
0.137063,0.205179,0.079931,0.080627,0.095736,-0.854868,1
0.774275,0.02847,0.120068,0.116813,0.116926,0,1
0.70687,0.072392,0.236873,0.021317,0.026038,-0.940638,0
0.257237,0.008458,0.357058,0.381904,0.418758,-0.944119,0
0.644562,0.011802,0.155872,0.267201,0.256612,-0.990776,0
0.179747,0.279458,0.112951,0.044423,0.164417,-0.490688,1
0.138472,0.752165,0.06374,0.026815,0.03958,-0.363981,1
0.755425,0.028838,0.103875,0.076,0.081479,-0.97731,0
0.493388,0.048699,0.127506,0.200043,0.426057,-0.887064,0
0.10578,0.783643,0.05744,0.028063,0.035289,0.973254,1
0.263974,0.235189,0.150563,0.066664,0.088248,-0.970665,1
0.048051,0.873444,0.020502,0.031402,0.026188,0.883473,1
0.029891,0.870499,0.040337,0.048369,0.002367,0.961325,1
0.130045,0.703432,0.031907,0.020427,0.045124,0.966344,1
0.017909,0.940952,0.005823,0.00108,0.023724,0.991392,1
0,0,0,0,0,0.983514,1
0.447099,0.336372,0.079066,0.060011,0.088821,0.895325,1
0.475616,0.021057,0.218905,0.275123,0.068557,0.381545,1
0.099091,0.759478,0.033259,0.097251,0.025268,0.990289,1
0.0883,0.569011,0.099689,0.184363,0.11277,0.858617,1
0.087329,0.769934,0.027181,0.02049,0.036147,0.97765,1
0.543255,0.647168,0.102309,0.120565,0.506578,0.630097,1
0.239523,0.637929,0.023381,0.056863,0.050663,-0.539509,1
0.059264,0.132195,0.106518,0.760272,0.119523,0.708581,1
0.158868,0.313109,0.070628,0.082136,0.115598,0,1
0.102966,0.443606,0.095903,0.118509,0.076061,0.957505,1
0.131272,0.688053,0.038276,0.045369,0.053966,0.957065,1
0.172461,0.229875,0.546197,0.177657,0.085619,-0.604328,1
0.044146,0.687139,0.039616,0.023602,0.063682,0.994271,1
0.26811,0.017648,0.338218,0.098818,0.535867,-0.870401,0
0.862998,0,0.770898,0.828054,0.857143,-0.857423,0
0.14269,0.200048,0.084775,0.082166,0.104503,-0.668594,1
0.211931,0.096474,0.099482,0.074804,0.322312,-0.937121,0
0.132995,0.623878,0.062796,0.074192,0.1362,0.782543,1
0.103486,0.574483,0.065198,0.129303,0.088639,0.963376,1
0.191173,0.390415,0.148947,0.142572,0.097846,-0.644123,1
0.047443,0.864404,0.027076,0.032994,0.0276,0.957779,1
0.105909,0.762096,0.051253,0.016293,0.021865,0.946638,1
0.858905,0.001525,0.116318,0.111687,0.139574,-0.942807,0
0.487308,0.025983,0.290299,0.168957,0.288995,-0.937053,0
0.496635,0.216579,0.09818,0.108547,0.089252,-0.965691,1
0.137504,0.183526,0.063631,0.068884,0.067589,-0.340753,1
0.916667,0,0,0,0,-0.989002,0
0.083492,0.823352,0.069176,0.011058,0.035887,0.973798,1
0.041165,0.687189,0.028344,0.039054,0.125184,-0.858922,1
0.553622,0.05943,0.323176,0.117997,0.15325,-0.881104,0
0.081279,0.685916,0.064246,0.014916,0.030757,0.989945,1
0.050915,0.725565,0.04,0.014289,0.179196,0.99784,1
0.025748,0.939417,0.019029,0.002592,0.008177,-0.80543,1
0.772615,0.081202,0.126753,0.023271,0.073623,-0.928863,0
0.774177,0.065566,0.112327,0.073927,0.075328,-0.982619,0
0.231733,0.325742,0.186678,0.380167,0.057854,-0.929867,1
0.36266,0.034518,0.061005,0.102755,0.342191,-0.583279,1
0.069362,0.007742,0.292302,0.356211,0.664288,-0.957562,0
0.093522,0.47922,0.041189,0.020039,0.151498,0,1
0.03539,0.750688,0.12422,0.009828,0.093243,0.933679,1
0.015499,0.898273,0.030302,0.025936,0.014035,0.998461,1
0.076918,0.046467,0.831309,0.027689,0.026048,-0.88146,0
0.036933,0.886693,0.027076,0.028847,0.026299,0.993199,1
0.063936,0.191087,0.258457,0.19288,0.036269,0.293953,1
0.207677,0.429957,0.083068,0.07645,0.081496,0.849044,1
0.558474,0.027568,0.178744,0.383817,0.146222,-0.855495,0
0.058294,0.587597,0.035257,0.058365,0.013992,0.623042,1
0.69312,0.050134,0.05438,0.21785,0.204128,-0.96875,0
0.712166,0.082869,0.172839,0.038312,0.206104,-0.921062,0
0.528629,0.275962,0.17859,0.074116,0.045433,-0.946329,1
0.708355,0.046055,0.023567,0.004454,0.004382,-0.873948,0
0.091302,0.47191,0.085878,0.348951,0.061274,-0.93476,1
0.214728,0.010809,0.871433,0.08368,0.034588,-0.914043,0
0.321433,0.384198,0.121408,0.131376,0.105992,-0.877842,1
0.539609,0.004574,0.241363,0.337391,0.248888,-0.924993,0
0.348049,0.226394,0.265565,0.24756,0.077331,-0.834931,1
0.118898,0.275093,0.149149,0.143215,0.123271,-0.818789,1
0.155581,0.563596,0.093857,0.129514,0.112879,-0.864086,1
0.646154,0.049209,0.108865,0.082336,0.389947,-0.977757,0
0.14402,0.022254,0.117197,0.176135,0.733922,-0.939475,0
0.144783,0.733524,0.007721,0.116391,0.013829,0.995841,1
0.573615,0.016905,0.054063,0.235524,0.455374,-0.969106,0
0.327871,0.124098,0.115807,0.391891,0.264562,-0.824981,1
0.41548,0.172609,0.063107,0.495567,0.038915,0.773232,1
0.480555,0.001791,0.344927,0.233071,0.31845,-0.989715,0
0.177927,0.311576,0.107124,0.080483,0.08341,-0.614552,1
0.230924,0.105171,0.095652,0.114975,0.133041,0,1
0.728916,0,0,0,0,-0.917357,0
0.125204,0.228055,0.089242,0.075972,0.095939,-0.860364,1
0.303417,0.059028,0.433442,0.194837,0.368218,-0.958499,0
0.1365,0.315,0.275654,0.054364,0.137489,0.403301,1
0.118526,0.00873,0.070021,0.208621,0.855153,-0.949807,0
0.119351,0.276641,0.098863,0.090541,0.176948,-0.80733,1
0.222396,0.530237,0.090862,0.1094,0.046698,-0.318957,1
0.248255,0.089632,0.089726,0.106597,0.463468,-0.803378,1
0.133091,0.023111,0.058843,0.138956,0.821783,-0.948335,0
0.193347,0.063549,0.070072,0.078553,0.242516,-0.933612,0
0.491342,0.031635,0.167724,0.461847,0.196237,-0.500328,1
0.751553,0.006394,0.112033,0.208202,0.229955,-0.956593,0
0.446275,0.053862,0.186471,0.172523,0.437041,-0.300781,1
0.583605,0.144475,0.235439,0.076259,0.103306,-0.427611,1
0.100742,0.118959,0.678986,0.03218,0.20079,0.399799,1
0.089853,0.708434,0.054268,0.024946,0.048138,-0.361523,1
0.383915,0.001472,0.214392,0.318671,0.468654,-0.917285,0
0.079895,0.44425,0.104805,0.303186,0.080783,-0.958456,1
0.416334,0.056588,0.229844,0.495832,0.060651,-0.935997,0
0.255552,0.146907,0.132853,0.358646,0.10725,0,1
0.119038,0.028803,0.082472,0.477712,0.63286,-0.971625,0
0.05026,0.034147,0.193958,0.191464,0.496827,-0.869771,0
0.060542,0.029306,0.027008,0.121757,0.917356,-0.977369,0
0.202412,0.097471,0.24216,0.298139,0.188974,0,1
0.492073,0.009959,0.08713,0.435,0.259385,-0.853316,0
0.652286,0.014942,0.0916,0.360449,0.190008,-0.821251,0
0.259787,0.048279,0.215973,0.173012,0.352043,-0.54717,1
0.182047,0.43128,0.0463,0.112349,0.055827,0.323123,1
0.148831,0.179551,0.091248,0.074744,0.088473,0.974182,1
0.155878,0.040369,0.129775,0.181814,0.708275,-0.946547,0
0.02714,0.138923,0.00591,0.028408,0.030139,-0.702839,1
0.010485,0.818561,0.004266,0.040256,0.00585,0.981032,1
0.318478,0.535694,0.113502,0.005038,0.050761,0.555564,1
0.712523,0.03877,0.311528,0.023386,0.118224,-0.913358,0
0.557431,0.107566,0.115225,0.071482,0.085077,-0.647757,1
0.752395,0.071081,0.251228,0.061967,0.055626,-0.90278,0
0.072708,0.254353,0.2222,0.017624,0.112641,-0.31596,1
0.576451,0.629445,0.682671,0.557655,0.687386,0.382632,1
0.531497,0.628685,0.113201,0.129727,0.172709,-0.454412,1
0.127421,0.32869,0.088751,0.266707,0.285341,0.708066,1
0.357179,0.113579,0.041891,0.155725,0.291526,-0.517039,1
0.021695,0.934393,0.008427,0.013401,0.017184,0.997593,1
0.016497,0.509146,0.267884,0.070624,0.084744,0.997586,1
0.094832,0.114907,0.015955,0.23984,0.149376,0.783851,1
0.219795,0.475585,0.236631,0.122477,0.043729,-0.629858,1
0.075458,0.877194,0.037628,0.006854,0.009826,0.942596,1
0.05655,0.646725,0.020234,0.142184,0.206031,0.994631,1
0.10975,0.459816,0.054511,0.216075,0.083956,0.996713,1
0.051061,0.820036,0.041021,0.053089,0.062536,0.948602,1
0.041631,0.661012,0.028203,0.01127,0.044624,0.998087,1
0.086043,0.759922,0.043684,0.028542,0.060491,0.9275,1
0.607865,0.669063,0.076234,0.461096,0.115633,-0.496265,1
0.884615,0,0.798165,0,0,-0.892187,0
0.173889,0.61012,0.039349,0.078788,0.086297,0.796274,1
0.209737,0.027236,0.130859,0.114324,0.785768,-0.968353,0
0.479245,0.416728,0.064643,0.075749,0.04481,-0.929581,1
0.916667,0,0,0,0,-0.831621,0
0.453619,0.212942,0.132035,0.023197,0.105744,0,1
0.097855,0.577258,0.00899,0.209947,0.124824,0.733599,1
0.373939,0.290578,0.124699,0.151017,0.141617,0.542599,1
0.164737,0.184889,0.081393,0.059332,0.153857,0,1
0.307724,0.560564,0.02665,0.01135,0.019863,0.984878,1
0.044714,0.751584,0.023297,0.179274,0.03238,0.991195,1
0.099327,0.683423,0.043856,0.092172,0.131147,0.994623,1
0.02012,0.898045,0.00306,0.008203,0.030363,0.96675,1
0.16547,0.533382,0.074256,0.017982,0.102164,0.669773,1
0.126939,0.443319,0.152402,0.060171,0.238801,0.514696,1
0.044146,0.687139,0.039616,0.023602,0.063682,0.994271,1
0.286171,0.3773,0.046646,0.055646,0.067552,0.965534,1
0.178469,0.281848,0.082151,0.077572,0.073778,-0.644967,1
0.013836,0.861264,0.074816,0.0132,0.035775,0.972883,1
0.281395,0.339293,0.15565,0.172494,0.135419,-0.868226,1
0.459082,0.113932,0.450275,0.030209,0.088662,-0.880766,0
0.053295,0.014514,0.585214,0.083693,0.586604,-0.981765,0
0.12644,0.138179,0.141639,0.352373,0.537653,-0.860831,0
0.127064,0.122871,0.740396,0.149948,0.082803,-0.905267,0
0.713808,0.015359,0.091525,0.2872,0.168039,-0.943901,0
0.618348,0.023094,0.207251,0.15542,0.305502,-0.929873,0
0.596772,0.058693,0.240911,0.171857,0.083226,0,1
0.109558,0.750873,0.017611,0.108149,0.016145,0.999617,1
0.041409,0.821701,0.013272,0.02105,0.010949,0.551103,1
0.095848,0.831999,0.009265,0.020475,0.057097,0.971906,1
0.433019,0.019549,0.021767,0.434956,0.431612,-0.968633,0
0.670989,0.00351,0.188428,0.300809,0.185363,-0.911954,0
0.072595,0.009918,0.119541,0.588232,0.575597,-0.896408,0
0.112594,0.724274,0.065685,0.060557,0.032352,0.722807,1
0.00551,0.951315,0.020717,0.000428,0.007977,0.996337,1
0.080714,0.354005,0.053739,0.025034,0.124854,0,1
0.021164,0.642043,0.009888,0.061293,0.335166,0.884216,1
0.08908,0.652751,0.054818,0.095006,0.132673,0.65315,1
0.042366,0.754772,0.039905,0.020929,0.090585,0.98799,1
0.290587,0.283571,0.16984,0.20955,0.137408,0.617819,1
0.023736,0.818911,0.035536,0.001413,0.002645,0.96682,1
0.662444,0.163629,0.156706,0.072431,0.117273,-0.366075,1
0.259762,0.30263,0.104879,0.060146,0.129991,0.661545,1
0.23047,0.588964,0.062533,0.153364,0.033242,-0.691401,1
0.105695,0.089893,0.053971,0.386501,0.645191,-0.882162,0
0.318548,0.283447,0.203334,0.083848,0.055786,0.910677,1
0.051842,0.890077,0.021614,0.011842,0.011759,0.975639,1
0.031936,0.918558,0.016528,0.014162,0.013944,0.999634,1
0.034449,0.753581,0.024159,0.166737,0.059997,0.983161,1
0.015097,0.866857,0.05673,0.027041,0.023172,0.997052,1
0.052048,0.867703,0.071806,0.011416,0.010476,0.925261,1
0.073306,0.727088,0.020512,0.015232,0.043992,0.895529,1
0.164527,0.151539,0.102866,0.072571,0.090183,0.987,1
0.100443,0.013957,0.133221,0.517103,0.548739,-0.676587,1
0.301374,0.432096,0.309726,0.014024,0.057443,0.846301,1
0.013766,0.663997,0.033874,0.08472,0.158693,0.929746,1
0.318882,0.35897,0.028304,0.16469,0.281587,-0.846357,1
0.156058,0.254606,0.037186,0.096615,0.040852,0,1
0.070165,0.519773,0.032954,0.047475,0.077931,0,1
0.079937,0.717332,0.129878,0.017733,0.052835,0.735789,1
0.075181,0.093279,0.209802,0.125483,0.275359,-0.57161,1
0.067369,0.685056,0.089939,0.012489,0.071478,0.981358,1
0.567292,0.007879,0.144474,0.279683,0.372335,-0.93895,0
0.659919,0.010761,0.21951,0.254414,0.193285,-0.952378,0
0.688374,0.005533,0.209915,0.199002,0.216199,-0.938844,0
0.285549,0.023668,0.398944,0.070318,0.055392,-0.87528,0
0,0,0,0,0,-0.630335,1
0.009482,0.767686,0.250525,0.010049,0.002678,0.78977,1
0.02141,0.927429,0.003364,0.043103,0.010698,0.999875,1
0.219596,0.008743,0.026943,0.873363,0.069116,-0.975042,0
0.22239,0.017368,0.041467,0.439427,0.609084,-0.986723,0
0.170761,0.010221,0.163108,0.531366,0.516566,-0.996078,0
0.706543,0.026308,0.355173,0.031632,0.086317,-0.69357,1
0.69338,0.029892,0.050239,0.100379,0.316056,-0.895927,0
0.47862,0.026457,0.198949,0.218922,0.353096,-0.94628,0
0.401935,0.006302,0.059976,0.378843,0.504459,-0.864164,0
0.231699,0.346051,0.149625,0.193346,0.336613,-0.927096,1
0.406341,0.180168,0.144268,0.174517,0.299983,-0.88141,1
0.178533,0.172323,0.253799,0.180832,0.468829,-0.947404,0
0.655696,0.041862,0.114246,0.341113,0.086531,-0.847723,0
0.126836,0.137387,0.080166,0.047798,0.063282,0,1
0.01865,0.767844,0.009865,0.034935,0.190049,-0.440967,1
0.263664,0.361217,0.052879,0.050113,0.039765,-0.591451,1
0.625763,0.004945,0.347849,0.165329,0.20577,-0.852735,0
0.035456,0.812647,0.063777,0.050064,0.009577,0.98044,1
0.193739,0.240295,0.370371,0.230521,0.19552,-0.881629,1
0.532408,0.010997,0.141638,0.273886,0.396139,-0.919494,0
0.391523,0.368962,0.105636,0.051384,0.083925,-0.845319,1
0.185086,0.051943,0.367296,0.224432,0.153927,-0.53017,1
0.158494,0.295763,0.085467,0.067905,0.075282,-0.790338,1
0.525432,0.277977,0.118831,0.017263,0.18967,0.73787,1
0.200281,0.67769,0.030226,0.030521,0.087147,0.907388,1
0.33345,0.36874,0.382477,0.03845,0.014278,-0.874651,1
0.413589,0.396256,0.056674,0.054504,0.139785,0.764281,1
0.69192,0.015692,0.354031,0.118599,0.119767,-0.915903,0
0.225126,0.088753,0.096418,0.691361,0.077865,-0.954703,0
0.426807,0.14308,0.120005,0.064752,0.092822,-0.585437,1
0.365692,0.382875,0.02348,0.183295,0.060799,-0.635197,1
0.240026,0.035421,0.207218,0.209879,0.559751,-0.953331,0
0.192656,0.036141,0.127703,0.445677,0.507887,-0.912139,0
0.137306,0.270116,0.052261,0.210164,0.347877,-0.694435,1
0.549576,0.212405,0.076008,0.156594,0.153046,-0.863059,1
0.797121,0.041665,0.021098,0.174083,0.167462,-0.967625,0
0.177105,0.002409,0.218482,0.352931,0.489115,-0.935516,0
0.523069,0.031554,0.204715,0.426748,0.121372,-0.75947,0
0.193953,0.39745,0.033782,0.115387,0.230858,-0.626176,1
0.087966,0.075323,0.014805,0.322228,0.727769,-0.979543,0
0.646122,0.026528,0.1338,0.279499,0.173965,-0.803636,0
0.588911,0.091044,0.191179,0.17077,0.210004,-0.94502,0
0.67573,0.051965,0.289137,0.041387,0.150312,-0.854731,0
0.196598,0.364965,0.030914,0.187917,0.168053,0.980337,1
0.091135,0.678329,0.10597,0.125746,0.020734,0.948753,1
0.605157,0.041965,0.30187,0.217999,0.152274,-0.973909,0
0.517528,0.009376,0.212004,0.423775,0.215572,-0.961357,0
0.249782,0.225387,0.073093,0.361219,0.070553,-0.691825,1
0.236015,0.250815,0.248346,0.139091,0.371698,-0.954353,1
0.514698,0.040685,0.141165,0.248024,0.401474,-0.989664,0
0.605609,0.017344,0.226406,0.188334,0.210375,-0.960124,0
0.160237,0.385135,0.20216,0.031313,0.126377,-0.654479,1
0.501292,0.103659,0.103723,0.280238,0.254284,-0.981717,0
0.023358,0.688223,0.026911,0.008486,0.020647,-0.796565,1
0.670615,0.033209,0.203247,0.269973,0.093715,-0.980335,0
0.113558,0.28702,0.088476,0.053679,0.142848,-0.79718,1
0.169053,0.456378,0.103464,0.041709,0.079887,0.915888,1
0.027483,0.947406,0.003579,0.003485,0.004212,0.997291,1
0.169912,0.763713,0.03013,0.015816,0.015415,0.752675,1
0.084973,0.73227,0.049973,0.04426,0.01359,0.803867,1
0.105393,0.678324,0.042983,0.030444,0.093758,0.907219,1
0.213056,0.213217,0.110667,0.126316,0.068829,-0.378285,1
0.124756,0.053755,0.112078,0.101226,0.081307,-0.617816,1
0.339071,0.047894,0.575678,0.269264,0.077706,-0.798818,0
0.52476,0.046273,0.017019,0.07718,0.376359,-0.792382,1
0.231024,0.567027,0.203202,0.063861,0.017856,0.804891,1
0.129772,0.717038,0.043249,0.033622,0.044194,0.988523,1
0.283816,0.415843,0.12189,0.080356,0.145244,0.586907,1
0.269216,0.239706,0.123215,0.351724,0.153895,0.615765,1
0.090472,0.720508,0.05283,0.053594,0.068655,0.370861,1
0.087563,0.840179,0.032892,0.032814,0.018702,0.987003,1
0.099504,0.797727,0.05783,0.01165,0.018417,0.99812,1
0.156199,0.352108,0.141471,0.256473,0.090987,0.597983,1
0.482894,0.10105,0.279451,0.149368,0.147254,-0.952688,0
0.200719,0.329242,0.165334,0.178778,0.201698,0.582679,1
0.151296,0.599752,0.084277,0.096284,0.020599,0.888287,1
0.099463,0.522537,0.012568,0.07422,0.021887,0.974755,1
0.30181,0.447478,0.100075,0.081037,0.050109,0.795939,1
0.110785,0.246358,0.018409,0.026973,0.022476,0,1
0.336655,0.378538,0.168494,0.107089,0.090348,-0.806634,1
0.17541,0.060407,0.178761,0.27014,0.582749,-0.837695,0
0.304271,0.070939,0.106654,0.202538,0.527911,0.353458,1
0.050563,0.052542,0.199205,0.191593,0.497806,-0.970098,0
0.198504,0.200646,0.207823,0.122409,0.425142,-0.894301,1
0.131827,0.079451,0.214847,0.149218,0.518254,-0.971489,0
0.054922,0.785693,0.083079,0.015174,0.026939,0.949219,1
0.035244,0.694348,0.018695,0.021211,0.049305,0.884492,1
0.448193,0.36227,0.076832,0.138048,0.112794,-0.934717,1
0.150654,0.047912,0.062867,0.367901,0.647107,-0.944948,0
0.635456,0.00574,0.290734,0.131974,0.292724,-0.900138,0
0.426391,0.017101,0.055224,0.170566,0.631616,-0.980006,0
0.203664,0.004694,0.191885,0.523391,0.301914,-0.993674,0
0.665086,0.007441,0.285584,0.276005,0.106537,-0.989105,0
0.415105,0.053746,0.064197,0.509788,0.223973,-0.422043,1
0.71364,0.108397,0.147465,0.059191,0.121722,-0.66548,1
0.071726,0.204174,0.337753,0.289488,0.12157,-0.798425,1
0.092019,0.589347,0.141392,0.040572,0.149168,-0.96396,1
0.094601,0.631014,0.035364,0.028997,0.097076,-0.778075,1
0.101815,0.111886,0.033691,0.215415,0.134478,-0.717162,1
0.514588,0.031838,0.385877,0.129791,0.270532,-0.99427,0
0.155001,0.159573,0.202932,0.125126,0.40228,-0.88163,1
0.066667,0.468475,0.052956,0.152194,0.236191,0.780948,1
0.49848,0.076895,0.259304,0.044517,0.119694,-0.815978,1
0.027148,0.816383,0.075478,0.012736,0.013997,0.976275,1
0.196841,0.448957,0.029117,0.249582,0.167834,0.996326,1
0.052538,0.854442,0.03471,0.00662,0.021293,0.994065,1
0.165679,0.098138,0.063196,0.481138,0.311459,-0.743259,1
0.155298,0.028817,0.024942,0.61222,0.209571,-0.91711,0
0.209179,0.045342,0.116761,0.233022,0.417715,-0.89203,0
0.151545,0.174219,0.093654,0.072945,0.08686,-0.911766,1
0.152753,0.300167,0.116243,0.066723,0.070237,-0.400495,1
0.021176,0.732224,0.066824,0.087854,0.091464,0.994212,1
0.727757,0.148963,0.153551,0.042793,0.086853,-0.68752,1
0.10818,0.581713,0.10521,0.093123,0.105185,0.89834,1
0.044664,0.736316,0.118755,0.115018,0.033771,0.988773,1
0.0757,0.870527,0.015267,0.014071,0.031681,0.998609,1
0.183796,0.291263,0.121187,0.335639,0.123412,-0.959899,1
0.558869,0.075648,0.085623,0.384975,0.125825,-0.896241,0
0.161148,0.51038,0.122056,0.021673,0.082995,0.989637,1
0.053548,0.819624,0.013857,0.044656,0.051791,0,1
0.126485,0.296824,0.107748,0.068049,0.099275,-0.857349,1
0.230486,0.262886,0.178606,0.353278,0.212811,-0.590259,1
0.669737,0.005937,0.242543,0.184606,0.22037,-0.953081,0
0.48854,0.040872,0.205396,0.207524,0.401741,-0.695225,1
0.415957,0.278719,0.01609,0.386933,0.076065,-0.982125,1
0.573421,0.004866,0.280942,0.205843,0.254242,-0.898092,0
0.425615,0.007395,0.288831,0.27666,0.204678,0.740083,1
0.558819,0.020591,0.304967,0.122904,0.275225,-0.9309,0
0.20429,0.023529,0.285166,0.283035,0.486546,-0.985162,0
0.325682,0.136784,0.114424,0.124654,0.353939,0.79142,1
0.148619,0.220178,0.166368,0.14083,0.279734,-0.990095,1
0.709088,0.06447,0.138371,0.066908,0.107536,-0.986218,0
0.41381,0.009635,0.252796,0.303986,0.364925,-0.968114,0
0.16443,0.332843,0.067221,0.286144,0.046505,-0.992187,1
0.646784,0.017224,0.029981,0.192364,0.322743,-0.968995,0
0.714561,0.055998,0.286966,0.027505,0.022231,-0.979925,0
0.533674,0.01238,0.310546,0.175949,0.238748,-0.943287,0
0.171692,0.437614,0.096911,0.146695,0.054395,0,1
0.208747,0.012908,0.141631,0.191761,0.487977,-0.911197,0
0.121918,0.747722,0.05023,0.030262,0.036502,-0.666128,1
0.119429,0.004017,0.770156,0.326324,0.102253,-0.936227,0
0.148831,0.179551,0.091248,0.074744,0.088473,-0.764569,1
0.564808,0.011765,0.173957,0.260674,0.346876,-0.975864,0
0.378011,0.013431,0.35006,0.29562,0.295741,-0.934286,0
0.429361,0.032145,0.126523,0.420473,0.346684,-0.906984,0
0.235274,0.059217,0.112835,0.363558,0.186983,-0.956554,0
0.307172,0.400298,0.050323,0.176117,0.066,0.331711,1
0.43575,0.342571,0.09398,0.054954,0.101964,-0.642234,1
0.156965,0.075827,0.045752,0.141603,0.135821,0,1
0.116651,0.382654,0.160888,0.060481,0.169659,-0.879761,1
0.235936,0.037899,0.138004,0.115566,0.728578,0,1
0.480691,0.320221,0.093816,0.090928,0.071025,0.689854,1
0.148831,0.179551,0.091248,0.074744,0.088473,-0.764569,1
0.581993,0.012603,0.213183,0.173611,0.258039,-0.808123,0
0.064375,0.557875,0.041486,0.229452,0.174387,-0.80173,1
0.215386,0.41694,0.269638,0.117397,0.132708,-0.861393,1
0.363053,0.254608,0.183765,0.160842,0.123751,-0.722659,1
0.499424,0.034201,0.183032,0.228151,0.273975,-0.920445,0
0.034767,0.826501,0.013027,0.044082,0.033268,0.996984,1
0.021811,0.877089,0.014654,0.044299,0.030054,0.404958,1
0.525343,0.429215,0.010516,0.014368,0.007566,0.472292,1
0.073461,0.422142,0.03217,0.190739,0.125359,0.956557,1
0.291781,0.35762,0.037805,0.216426,0.115749,0.974814,1
0.614505,0.042602,0.315554,0.199722,0.107656,-0.96771,0
0.621821,0.096475,0.213179,0.179653,0.131424,-0.487206,1
0.039349,0.776601,0.082004,0.058075,0.068723,0.996342,1
0.805946,0.017713,0.156419,0.130223,0.117219,-0.946784,0
0.255379,0.064109,0.191127,0.355687,0.446461,-0.936873,0
0.290725,0.055045,0.184224,0.246523,0.473472,-0.960233,0
0.385312,0.154323,0.076238,0.072818,0.243049,-0.889895,1
0.157069,0.241161,0.103301,0.069652,0.085058,-0.795918,1
0.427132,0.013189,0.156294,0.436105,0.353623,-0.980141,0
0.916667,0,0.931034,0.931034,0.931034,-0.944779,0
0.074957,0.411591,0.047633,0.32609,0.147026,-0.761833,1
0.068444,0.1172,0.024405,0.84948,0.070109,-0.862103,1
0.16949,0.103888,0.258423,0.581329,0.148153,-0.939919,0
